,Primary Key,Ancient Toponym,Modern Toponym,Province,Country,Barrington Atlas Rank,Barrington Atlas Reference,Start Date,End Date,Select Bibliography,Area,Estimate Basis,Civic Status,Structure,num_of_structures,geometry,ID,level_0,Unnamed: 0_y,index,pop_sample,pop_est,pop_diff,western_province,inscr_N,occups_list,occups_N,occups_unique_N,inscr_N_post235,occups_N_post235,ratio_post235,city_province,occups_cats_list,occups_cats_unique_N,occups_cats_vec,shares_vec,ZI,largest_cat,ZI_cat,shares_weighted_vec,RZI,RZI_cat,DI
975,Hanson2016_976,Florentia,Firenze,Italia (VII Etruria),Italy,3,42 A1,-41,,Beloch 1880; Beloch 1886; Benario 1981; Cornell and Mathews 1982; de Ligt 2012; Golvin 1988; PECS; Quinn and Wilson 2013; Salmon 1969; Sear 2006; Woloch 1983.,22.0,Urban grid and walls,['Colonia'],"['Amphitheatre', 'Baths', 'Baths', 'Capitolium', 'Forum', 'Temple of Isis', 'Theatre', 'Urban grid', 'Walls']",9,POINT (11.253807 43.770972),976,,,,,2601.0,,True,542.0,"['aerarius', 'negotiator', 'centonarius', 'faber', 'faber', 'medicus', 'negotians materiarius', 'seplasiarius', 'negotians', 'institor', 'figulus', 'medicus']",12.0,10.0,65.0,1.0,0.11992619926199262,Florentia (Italia (VII Etruria)),"['Metal-Working', 'Retail', 'Clothing', 'Unclassified', 'Unclassified', 'Miscellaneous Services', 'Retail', 'Miscellaneous Services', 'Retail', 'Retail', 'Household Goods', 'Miscellaneous Services']",6,[0 4 1 0 0 1 0 0 0 0 0 0 1 0 0 2 0 0 3],"[0.         0.33333333 0.08333333 0.         0.         0.08333333
 0.         0.         0.         0.         0.         0.
 0.08333333 0.         0.         0.16666667 0.         0.
 0.25      ]",0.3333333333333333,4,Retail,"[0.         4.11160494 0.87164992 0.         0.         4.15469062
 0.         0.         0.         0.         0.         0.
 1.36850756 0.         0.         2.002405   0.         0.
 1.88030714]",4.1546906187624755,Household Goods,4.5
979,Hanson2016_980,Heba,Magliano,Italia (VII Etruria),Italy,3,42 A3,-400,,BNP; de Ligt 2012; Salmon 1969.,14.0,Unspecified,['Colonia'],,0,POINT (11.295279 42.592176),980,,,,,1422.0,,True,27.0,"['candidator', 'aerarius']",2.0,2.0,0.0,0.0,0.0,Heba (Italia (VII Etruria)),"['Clothing', 'Metal-Working']",2,[0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],"[0.  0.  0.5 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.5 0.  0.  0.  0.  0.
 0. ]",0.5,1,Metal-Working,"[0.         0.         5.2298995  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 8.21104536 0.         0.         0.         0.         0.
 0.        ]",8.211045364891518,Clothing,2.0
980,Hanson2016_981,Horta,Orte,Italia (VII Etruria),Italy,3,42 C4,-400,,Beloch 1880; BNP; de Ligt 2012; DGRG.,8.0,Inhabited area,['Municipium'],"['Baths', 'Bridge']",2,POINT (12.386423 42.460326),981,,,,,1000.0,,True,71.0,['negotiator'],1.0,1.0,0.0,0.0,0.0,Horta (Italia (VII Etruria)),['Retail'],1,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1,Retail,"[ 0.         12.33481481  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.        ]",12.334814814814814,Retail,1.0
981,Hanson2016_982,Luca,Lucca,Italia (VII Etruria),Italy,2,41 C2,-180,,Beloch 1880; Benario 1981; Bispham 2007; BNP; Cornell and Mathews 1982; de Ligt 2012; Golvin 1988; McEvedy 2011; PECS; Salmon 1969; Sear 2006.,48.0,Urban grid and walls,"['Colonia', 'Colonia', 'Municipium', 'Rights and privileges']","['Amphitheatre', 'Forum', 'Theatre', 'Urban grid', 'Walls']",5,POINT (10.50603 43.845012),982,87.0,87.0,87.0,7376.0,7376.0,1.0,True,37.0,['aerarius'],1.0,1.0,4.0,0.0,0.10810810810810811,Luca (Italia (VII Etruria)),['Metal-Working'],1,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1,Metal-Working,"[ 0.          0.         10.45979899  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.        ]",10.459798994974873,Metal-Working,1.0
982,Hanson2016_983,Lucus Feroniae,Unknown,Italia (VII Etruria),Italy,3,42 D4,-400,,Beloch 1880; BNP; de Ligt 2012; DGRG; Golvin 1988; PECS; Salmon 1969.,25.0,Unspecified,['Colonia'],"['Amphitheatre', 'Aqueduct', 'Basilica', 'Baths', 'Forum', 'Temple']",6,POINT (12.596872 42.129717),983,,,,,3086.0,,True,127.0,"['curator', 'curator', 'curator']",3.0,1.0,6.0,1.0,0.047244094488188976,Lucus Feroniae (Italia (VII Etruria)),"['Managerial', 'Managerial', 'Managerial']",1,[0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],1.0,3,Managerial,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         4.76588437
 0.         0.         0.         0.         0.         0.
 0.        ]",4.76588437321122,Managerial,1.0
983,Hanson2016_984,Luna,Luni,Italia (VII Etruria),Italy,2,41 C1,-177,,Beloch 1880; Cornell and Mathews 1982; de Ligt 2012; Golvin 1988; PECS; Quinn and Wilson 2013; Salmon 1969; Sear 2006.,23.0,Urban grid and walls,"['Colonia', 'Colonia', 'Rights and privileges']","['Amphitheatre', 'Basilica', 'Forum', 'Temple', ""Temple ('capitolium')"", 'Temple of Diana', 'Theatre', 'Unidentified public building', 'Unidentified public building', 'Urban grid', 'Walls']",11,POINT (10.022101 44.062217),984,88.0,88.0,88.0,2760.0,2760.0,1.0,True,410.0,"['frumentarius', 'frumentarius', 'faber', 'faber', 'faber', 'curator', 'faber', 'centonarius', 'faber tignarius', 'medicus', 'medicus', 'scriba', 'dendrophorus', 'horrearius', 'medicus', 'faber', 'olearius']",17.0,10.0,24.0,1.0,0.05853658536585366,Luna (Italia (VII Etruria)),"['Retail', 'Retail', 'Unclassified', 'Unclassified', 'Unclassified', 'Managerial', 'Unclassified', 'Clothing', 'Building', 'Miscellaneous Services', 'Miscellaneous Services', 'Education', 'Building', 'Managerial', 'Miscellaneous Services', 'Unclassified', 'Food-Production']",8,[1 2 0 0 0 0 0 0 1 0 0 2 1 0 0 5 0 2 3],"[0.05882353 0.11764706 0.         0.         0.         0.
 0.         0.         0.05882353 0.         0.         0.11764706
 0.05882353 0.         0.         0.29411765 0.         0.11764706
 0.17647059]",0.29411764705882354,5,Unclassified,"[1.04874669 1.45115468 0.         0.         0.         0.
 0.         0.         1.21832016 0.         0.         0.56069228
 0.96600534 0.         0.         3.53365589 0.         1.57227835
 1.32727563]",3.5336558865970633,Unclassified,5.897959183673469
984,Hanson2016_985,Nepet,Nepi,Italia (VII Etruria),Italy,3,42 C4,-500,,Beloch 1880; Bispham 2007; BNP; Cornell and Mathews 1982; de Ligt 2012; Salmon 1969.,12.0,Walls,"['Colonia', 'Municipium', 'Rights and privileges']","['Amphitheatre', 'Walls']",2,POINT (12.347835 42.241889),985,,,,,1157.0,,True,61.0,"['faber', 'lintio', 'scriba']",3.0,3.0,2.0,0.0,0.03278688524590164,Nepet (Italia (VII Etruria)),"['Unclassified', 'Clothing', 'Education']",3,[0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0],"[0.         0.         0.         0.         0.         0.
 0.         0.         0.33333333 0.         0.         0.
 0.33333333 0.         0.         0.33333333 0.         0.
 0.        ]",0.3333333333333333,1,Education,"[0.         0.         0.         0.         0.         0.
 0.         0.         6.90381426 0.         0.         0.
 5.47403024 0.         0.         4.00481    0.         0.
 0.        ]",6.903814262023217,Education,3.0
985,Hanson2016_986,Perusia,Perugia,Italia (VII Etruria),Italy,2,42 C2,-400,,Beloch 1880; Bispham 2007; BNP; de Ligt 2012; DGRG; Golvin 1988; PECS; Salmon 1969.,35.0,"Unspecified, 30 to 35 ha.","['Colonia', 'Municipium']","['Acropolis', 'Amphitheatre', 'Baths', 'Temple of Juno', 'Temple of Vulcan', 'Walls']",6,POINT (12.388791 43.111742),986,,,,,4837.0,,True,616.0,"['scriba', 'sagittarius', 'faber', 'centonarius', 'curator']",5.0,5.0,6.0,0.0,0.00974025974025974,Perusia (Italia (VII Etruria)),"['Education', 'Metal-Working', 'Unclassified', 'Clothing', 'Managerial']",5,[0 0 1 0 0 0 0 0 1 0 0 1 1 0 0 1 0 0 0],"[0.  0.  0.2 0.  0.  0.  0.  0.  0.2 0.  0.  0.2 0.2 0.  0.  0.2 0.  0.
 0. ]",0.2,1,Metal-Working,"[0.         0.         2.0919598  0.         0.         0.
 0.         0.         4.14228856 0.         0.         0.95317687
 3.28441815 0.         0.         2.402886   0.         0.
 0.        ]",4.142288557213931,Education,4.999999999999999
986,Hanson2016_987,Pisae,Pisa,Italia (VII Etruria),Italy,2,41 C2,-500,,Beloch 1880; Bispham 2007; BNP; Cornell and Mathews 1982; de Ligt 2012; DGRG; Nelis-Clément and Roddaz 2008; PECS; Russell 1958; Salmon 1969.,30.0,Walls,"['Colonia', 'Colonia', 'Municipium', 'Rights and privileges']","['Amphitheatre', 'Circus?', 'Forum', 'Temple of Augustus', 'Temple of Vesta', 'Theatre', ""Unidentified public building ('Baths of Nero')"", 'Urban grid?', 'Walls']",9,POINT (10.40074 43.714368),987,,,,,3937.0,,True,177.0,"['negotians', 'vinarius', 'curator', 'marmorarius', 'candidator', 'scaenicus', 'scriba', 'faber tignarius', 'faber navalis', 'navalis', 'faber', 'vexillarius', 'vexillarius', 'curator', 'faber navalis', 'aerarius']",16.0,13.0,2.0,0.0,0.011299435028248588,Pisae (Italia (VII Etruria)),"['Retail', 'Food-Retail', 'Managerial', 'Building', 'Clothing', 'Performing Arts', 'Education', 'Building', 'Transport', 'Transport', 'Unclassified', 'Miscellaneous Services', 'Miscellaneous Services', 'Managerial', 'Transport', 'Metal-Working']",11,[0 1 1 0 0 0 3 0 1 0 1 2 1 0 1 1 0 2 2],"[0.     0.0625 0.0625 0.     0.     0.     0.1875 0.     0.0625 0.
 0.0625 0.125  0.0625 0.     0.0625 0.0625 0.     0.125  0.125 ]",0.1875,3,Transport,"[0.         0.77092593 0.65373744 0.         0.         0.
 5.05218447 0.         1.29446517 0.         5.91335227 0.59573555
 1.02638067 0.         1.38030504 0.75090188 0.         1.67054575
 0.94015357]",5.9133522727272725,Food-Retail,9.142857142857142
987,Hanson2016_988,Pistorium,Pistoia,Italia (VII Etruria),Italy,2,41 D2,-400,,Beloch 1880; Bispham 2007; de Ligt 2012; DGRG.,9.0,Walls,['Municipium'],"['Walls', 'Walls']",2,POINT (10.916667 43.933333),988,,,,,1000.0,,True,13.0,['pistor'],1.0,1.0,0.0,0.0,0.0,Pistorium (Italia (VII Etruria)),['Food-Production'],1,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1,Food-Production,"[17.82869379  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.        ]",17.82869379014989,Food-Production,1.0
